participant_id,treatment,image_id,entropy,albox_mean,iou,change_size,changed
12,baseline,279,3.399848937988e-4,2.169675,0.896744,0.103256,1
12,baseline,208,2.8789043426513672e-5,1.73535,0.940162,0.059838,1
12,baseline,208,0.0012903213500976,1.4951249999999998,0.927062,0.072938,1
12,baseline,208,1.162886619567e-4,1.7068,0.940021,0.059979,1
12,baseline,341,0.0022811889648437,1.58325,0.890502,0.109498,1
12,baseline,341,0.055938720703125,5.550050000000001,0.885042,0.114958,1
12,baseline,341,0.024932861328125,3.990725,1,0,0
12,baseline,341,0.01025390625,3.019025,0.999968,3.2e-5,0
12,baseline,341,0.008697509765625,2.55785,0.999895,1.05e-4,0
12,baseline,341,0.0301971435546875,2.67385,0.999941,5.9e-5,0
12,baseline,341,0.0050086975097656,3.1640749999999995,0.999906,9.4e-5,0
12,baseline,341,2.541542053222e-4,3.272475,0.888634,0.111366,1
12,baseline,203,0.0010080337524414,0.52815,0.835886,0.164114,1
12,baseline,203,0.0753173828125,1.4436,0.636448,0.363552,1
12,baseline,203,0.081787109375,0.700925,0.970781,0.029219,1
12,baseline,748,1.5676021575927734e-5,0.5613750000000001,0.839021,0.160979,1
12,baseline,748,7.247924804687e-4,0.8579000000000001,0.940938,0.059062,1
12,baseline,748,0.0014848709106445,0.9226,0.999961,3.9e-5,0
12,baseline,748,1.082420349121e-4,0.5817749999999999,0.95,0.05,1
12,baseline,614,1.3709068298339844e-6,1.828375,0.818794,0.181206,1
12,baseline,614,0.0094528198242187,1.3645,0.855,0.145,1
12,baseline,614,0.0372314453125,1.586675,1,0,0
12,baseline,614,0.0042228698730468,0.9729,0.677531,0.322469,1
12,baseline,614,1.5458984375,2.1548000000000003,0.99969,3.1e-4,0
12,baseline,614,0.9853515625,1.37795,0.999861,1.39e-4,0
12,baseline,614,0.1220703125,0.7876,0.999584,4.16e-4,0
12,baseline,614,1.1920928955078123e-5,2.194575,1,0,0
12,baseline,201,0.218505859375,3.66455,1,0,0
12,baseline,201,3.68952751159668e-5,3.1709,0.951673,0.048327,1
12,baseline,201,1.3709068298339844e-6,1.063125,0.892829,0.107171,1
